point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,周静梅2024
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,K,误,əu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,K,悟,əu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,呼,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,虎,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,浒,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,琥,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,戽,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,胡,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,湖,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,狐,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,壶,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,乎,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,瓠,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,鬍,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,糊,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,蝴,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,瑚,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,户,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,沪,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,互,əu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,护,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,瓠,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,糊,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,乌,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,污,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,坞,u,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,模,Ø,恶,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,P,褒,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,P,保,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,P,堡,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,P,宝,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,P,报,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,P,袍,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,P,抱,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,P,暴,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,P,菢,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,M,毛,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,M,冒,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,M,帽,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,M,瑁,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,刀,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,叨,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,祷,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,岛,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,倒,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,捣,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,到,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,倒,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,滔,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,掏,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,讨,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,套,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,桃,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,逃,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,淘,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,陶,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,萄,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,涛,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,道,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,稻,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,盗,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,导,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,T,蹈,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,N,脑,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,N,恼,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,L,劳,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,L,捞,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,L,唠,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,L,牢,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,L,痨,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,L,老,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,L,佬,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,L,涝,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,遭,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,糟,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,早,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,枣,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,蚤,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,澡,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,藻,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,躁,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,灶,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,操,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,草,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,騲,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,糙,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,曹,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,槽,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,皂,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,造,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,骚,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,臊,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,扫,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,嫂,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,扫,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,TS,燥,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,高,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,膏,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,篙,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,羔,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,糕,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,稿,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,告,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,膏,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,考,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,烤,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,拷,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,靠,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,犒,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,铐,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,㸆,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,熬,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,敖,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,鳌,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,傲,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,K,鏊,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,Ø,蒿,ɒ,蓬～菜,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,Ø,薅,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,Ø,好,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,Ø,好,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,Ø,耗,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,Ø,豪,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,Ø,壕,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,Ø,毫,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,Ø,号,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,Ø,蠔,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,Ø,浩,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,Ø,号,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,Ø,爊,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,Ø,袄,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,Ø,奥,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,豪,Ø,澳,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,P,剖,ø,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,M,某,əu,文读,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,M,亩,əu,文读,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,M,牡,ɐ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,M,母,əu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,M,拇,əu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,M,戊,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,M,茂,əu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,M,贸,əu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,T,兜,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,T,斗,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,T,抖,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,T,陡,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,T,蚪,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,T,斗,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,T,偷,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,T,敨,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,T,透,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,T,头,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,T,投,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,T,骰,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,T,豆,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,T,逗,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,T,痘,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,T,脰,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,L,楼,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,L,搂,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,L,耧,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,L,娄,iəu,～山关,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,L,搂,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,L,篓,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,L,溇,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,L,漏,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,L,陋,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,TS,走,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,TS,奏,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,TS,凑,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,TS,叟,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,TS,嗽,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,勾,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,钩,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,沟,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,狗,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,苟,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,垢,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,枸,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,彀,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,够,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,构,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,购,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,勾,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,抠,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,眍,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,口,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,叩,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,扣,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,寇,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,藕,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,偶,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,K,偶,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,Ø,吼,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,Ø,侯,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,Ø,喉,iəu/u,文读/白读,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,Ø,猴,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,Ø,瘊,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,Ø,後,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,Ø,厚,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,Ø,后,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,Ø,候,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,Ø,鲎,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,Ø,欧,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,Ø,瓯,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,Ø,区,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,Ø,鸥,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,Ø,呕,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,Ø,殴,iəu,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,Ø,沤,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,侯,Ø,怄,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,P,拜,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,P,排,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,P,�,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,M,埋,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,L,攋,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,TS*,䍉,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,TS*,箉,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,TS*,斋,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,TS*,豺,ɛ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,K,皆,iɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,K,阶,ɒ,白读,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,K,稭,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,K,偕,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,K,介,iɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,K,界,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,K,芥,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,K,尬,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,K,疥,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,K,届,iɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,K,戒,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,K,庎,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,K,揩,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,K,楷,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,Ø,谐,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,Ø,骇,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,Ø,械,ɛ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,皆,Ø,挨,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,P,摆,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,P,派,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,P,牌,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,P,簰,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,P,罢,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,P,稗,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,M,买,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,M,卖,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,N,奶,ɒ,白读～粉。,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,TS*,债,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,TS*,钗,ʊ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,TS*,差,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,TS*,柴,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,TS*,筛,ɒ,～酒,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,TS*,洒,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,TS*,晒,ʊ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,K,佳,iɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,K,街,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,K,解,ɒ,白读,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,K,懈,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,K,涯,iɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,K,崖,iɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,K,捱,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,Ø,鞋,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,Ø,解,ɒ,白读,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,Ø,解,ɒ,白读,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,Ø,蟹,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,Ø,矮,ɒ,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,佳,Ø,隘,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,呆,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,戴,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,胎,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,台,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,奤,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,态,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,贷,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,台,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,苔,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,抬,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,待,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,怠,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,殆,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,代,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,袋,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,玳,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,黛,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,埭,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,逮,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,T,绐,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,N,乃,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,N,耐,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,L,来,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,灾,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,栽,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,宰,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,载,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,再,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,载,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,猜,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,彩,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,採,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,睬,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,踩,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,菜,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,棌,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,才,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,材,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,财,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,裁,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,在,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,载,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,腮,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,鳃,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,赛,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,TS,塞,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,K,该,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,K,改,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,K,概,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,K,溉,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,K,开,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,K,凯,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,K,慨,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,K,咳,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,K,呆,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,K,磑,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,K,碍,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,Ø,海,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,Ø,孩,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,Ø,亥,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,Ø,哀,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,Ø,埃,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,Ø,唉,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,咍,Ø,爱,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,泰,P,贝,,,
QP01,青浦商榻,太湖片-苏沪嘉小片,,,泰,P,狈,,,
