point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,吴县方言志1978
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,呼,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,虎,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,浒,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,琥,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,戽,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,胡,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,湖,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,狐,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,壶,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,乎,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,鬍,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,糊,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,蝴,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,瑚,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,户,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,沪,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,互,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,护,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,糊,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,乌,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,污,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,坞,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,模,Ø,恶,əu,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,P,褒,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,P,保,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,P,堡,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,P,宝,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,P,报,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,P,袍,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,P,抱,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,P,暴,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,P,菢,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,M,毛,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,M,冒,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,M,帽,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,M,瑁,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,刀,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,叨,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,祷,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,岛,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,倒,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,捣,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,到,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,倒,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,滔,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,掏,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,讨,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,套,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,桃,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,逃,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,淘,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,陶,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,萄,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,涛,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,道,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,稻,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,盗,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,导,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,T,蹈,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,N,脑,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,N,恼,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,L,劳,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,L,捞,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,L,唠,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,L,牢,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,L,痨,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,L,老,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,L,佬,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,L,涝,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,遭,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,糟,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,早,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,枣,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,蚤,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,澡,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,藻,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,躁,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,灶,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,操,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,草,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,騲,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,糙,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,曹,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,槽,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,皂,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,造,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,骚,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,臊,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,扫,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,嫂,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,扫,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,TS,燥,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,高,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,膏,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,篙,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,羔,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,糕,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,稿,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,告,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,膏,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,考,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,烤,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,拷,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,靠,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,犒,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,铐,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,㸆,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,熬,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,敖,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,鳌,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,傲,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,K,鏊,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,Ø,蒿,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,Ø,薅,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,Ø,好,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,Ø,好,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,Ø,耗,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,Ø,豪,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,Ø,壕,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,Ø,毫,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,Ø,号,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,Ø,蠔,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,Ø,浩,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,Ø,号,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,Ø,爊,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,Ø,袄,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,Ø,懊,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,Ø,奥,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,Ø,懊,æ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,豪,Ø,澳,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,P,剖,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,M,某,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,M,亩,ei,白读,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,M,牡,æ/ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,M,母,o,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,M,拇,o,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,M,戊,u,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,M,茂,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,M,贸,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,T,兜,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,T,斗,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,T,抖,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,T,陡,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,T,蚪,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,T,斗,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,T,偷,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,T,敨,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,T,透,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,T,头,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,T,投,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,T,骰,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,T,豆,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,T,逗,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,T,痘,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,T,脰,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,L,楼,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,L,搂,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,L,耧,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,L,娄,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,L,搂,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,L,篓,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,L,溇,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,L,漏,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,L,陋,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,TS,走,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,TS,奏,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,TS,凑,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,TS,叟,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,TS,嗽,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,勾,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,钩,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,沟,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,狗,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,苟,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,垢,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,枸,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,彀,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,够,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,构,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,购,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,勾,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,抠,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,眍,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,口,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,叩,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,扣,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,寇,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,藕,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,偶,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,K,偶,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,Ø,吼,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,Ø,侯,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,Ø,喉,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,Ø,猴,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,Ø,瘊,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,Ø,後,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,Ø,厚,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,Ø,后,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,Ø,候,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,Ø,鲎,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,Ø,欧,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,Ø,瓯,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,Ø,区,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,Ø,鸥,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,Ø,呕,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,Ø,殴,ei,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,Ø,沤,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,侯,Ø,怄,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,P,拜,a,白读,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,P,排,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,P,�,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,M,埋,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,L,攋,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,TS*,䍉,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,TS*,箉,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,TS*,斋,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,TS*,豺,ɛ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,K,皆,ia,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,K,阶,ia,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,K,稭,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,K,偕,ia,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,K,介,ia,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,K,界,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,K,芥,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,K,尬,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,K,疥,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,K,届,ia,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,K,戒,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,K,庎,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,K,揩,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,K,楷,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,Ø,谐,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,Ø,骇,ɛ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,Ø,械,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,皆,Ø,挨,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,P,摆,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,P,派,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,P,牌,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,P,簰,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,P,罢,a/o,/～工,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,P,稗,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,M,买,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,M,卖,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,N,奶,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,TS*,债,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,TS*,钗,o,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,TS*,差,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,TS*,柴,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,TS*,筛,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,TS*,洒,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,TS*,晒,o,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,K,佳,ia,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,K,街,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,K,解,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,K,懈,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,K,涯,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,K,崖,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,K,捱,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,Ø,鞋,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,Ø,解,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,Ø,解,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,Ø,蟹,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,Ø,矮,a,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,佳,Ø,隘,ɛ,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,呆,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,戴,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,胎,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,台,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,奤,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,态,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,贷,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,台,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,苔,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,抬,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,待,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,怠,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,殆,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,代,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,袋,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,玳,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,黛,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,埭,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,逮,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,T,绐,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,N,乃,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,N,耐,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,L,来,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,灾,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,栽,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,宰,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,载,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,再,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,载,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,猜,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,彩,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,採,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,睬,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,踩,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,菜,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,棌,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,才,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,材,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,财,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,裁,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,在,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,载,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,腮,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,鳃,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,赛,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,TS,塞,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,K,该,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,K,改,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,K,概,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,K,溉,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,K,开,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,K,凯,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,K,慨,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,K,咳,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,K,呆,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,K,磑,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,K,碍,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,Ø,海,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,Ø,孩,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,Ø,亥,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,Ø,哀,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,Ø,埃,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,Ø,唉,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,咍,Ø,爱,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,泰,P,贝,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,泰,P,狈,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,泰,P,沛,,,
WX02,吴县光福镇,太湖片-苏沪嘉小片,,,泰,T,带,,,
